Dummy,Locality,Assemblage name,GeoLayer,ArchLayer,Laboratory,Analysis number,Age,Pos. standard deviation,Neg. standard deviation,Dating method,Material dated,Date of analysis,Comments
,Krapina,Krapina Layer 1-9 human remains 432,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 432,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 432,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 432,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 433,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 433,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 433,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 433,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 433,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 433,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 433,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 433,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 433,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 434,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 434,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 434,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 434,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 434,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 434,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 434,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 434,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 434,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 435,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 435,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 435,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 435,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 435,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 435,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 435,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 435,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 435,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 436,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 436,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 436,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 436,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 436,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 436,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 436,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 436,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 436,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 437,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 437,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 437,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 437,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 437,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 437,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 437,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 437,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 437,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 438,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 438,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 438,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 438,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 438,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 438,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 438,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 438,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 438,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 439,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 439,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 439,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 439,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 439,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 439,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 439,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 439,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 439,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 440,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 440,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 440,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 440,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 440,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 440,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 440,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 440,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 440,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 441,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 441,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 441,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 441,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 441,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 441,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 441,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 441,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 441,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 442,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 442,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 442,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 442,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 442,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 442,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 442,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 442,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 442,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 443,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 443,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 443,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 443,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 443,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 443,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 443,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 443,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 443,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 444,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 444,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 444,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 444,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 444,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 444,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 444,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 444,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 444,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 445,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 445,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 445,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 445,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 445,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 445,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 445,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 445,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 445,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 446,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 446,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 446,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 446,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 446,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 446,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 446,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 446,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 446,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 447,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 447,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 447,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 447,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 447,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 447,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 447,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 447,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 447,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 448,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 448,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 448,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 448,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 448,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 448,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 448,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 448,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 448,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 449,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 449,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 449,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 449,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 449,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 449,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 449,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 449,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 449,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 450,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 450,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 450,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 450,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 450,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 450,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 450,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 450,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 450,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 451,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 451,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 451,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 451,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 451,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 451,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 451,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 451,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 451,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 452,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 452,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 452,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 452,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 452,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 452,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 452,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 452,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 452,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 453,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 453,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 453,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 453,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 453,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 453,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 453,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 453,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 453,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 3 human remains 454,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 455,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 455,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 455,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 455,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 455,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 455,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 455,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 455,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 455,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 456,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 456,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 456,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 456,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 456,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 456,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 456,Complex II Unit c7,Complex II Layer c7,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 456,Complex II Unit c8,Complex II Layer c8,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 456,Complex II Unit c9,Complex II Layer c9,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 457,Complex II Unit c1,Complex II Layer c1,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 457,Complex II Unit c2,Complex II Layer c2,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 457,Complex II Unit c3,Complex II Layer c3,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 457,Complex II Unit c4,Complex II Layer c4,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 457,Complex II Unit c5,Complex II Layer c5,-,-,-,-,-,-,-,-,-
,Krapina,Krapina Layer 1-9 human remains 457,Complex II Unit c6,Complex II Layer c6,-,-,-,-,-,-,-,-,-
