"Locality","Assemblage","GeoLayer.Name","Country","Locality.Type","X","Y","Technocomplex","Geostrat..Info..age.min","Geostrat..Info..age.max","Geostrat..Info..correlation","Geostrat..Info..mis","NISP.Sum.class.Mammalia","NISP.Sum.order.Rodentia","NISP.Sum.family.Anatidae"
"Krapina","Krapina Layer 1-9 human remains 414","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 414","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 414","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 414","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 414","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 414","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 414","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 415","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 415","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 415","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 415","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 415","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 415","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 415","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 415","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 415","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 416","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 416","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 416","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 416","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 416","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 416","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 416","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 416","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 416","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 417","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 417","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 417","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 417","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 417","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 417","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 417","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 417","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 417","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 4 human remains 418","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 419","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 419","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 419","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 419","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 419","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 419","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 419","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 419","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 419","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 420","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 420","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 420","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 420","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 420","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 420","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 420","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 420","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 420","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 421","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 421","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 421","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 421","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 421","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 421","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 421","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 421","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 421","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 422","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 422","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 422","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 422","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 422","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 422","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 422","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 422","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 422","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 423","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 423","Complex II Unit c2","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 423","Complex II Unit c3","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 423","Complex II Unit c4","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 423","Complex II Unit c5","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 423","Complex II Unit c6","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 423","Complex II Unit c7","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 423","Complex II Unit c8","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 423","Complex II Unit c9","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
"Krapina","Krapina Layer 1-9 human remains 424","Complex II Unit c1","Croatia","rock shelter",15.863368,46.165529,"MP/ Mousterian - Eurasia",120000,140000,"ESR (electron spin resonance) dating","5","-","-","-"
